date,day_of_week,students,meals_prepared,meals_sold,previous_waste_kg,rain,holiday,exam_day,special_event,temperature,food_waste_kg
2022-01-01,Saturday,721,770,676,11.44,0,0,0,0,30.8,11.16
2022-01-02,Sunday,769,697,628,10.45,0,0,0,0,36.8,5.31
2022-01-03,Monday,154,173,148,3.07,0,0,0,0,33.2,0.67
2022-01-04,Tuesday,252,264,239,1.0,1,0,0,0,21.1,2.38
2022-01-05,Wednesday,345,330,287,7.04,0,0,0,0,27.5,4.04
2022-01-06,Thursday,499,512,465,5.69,0,0,0,0,30.8,3.05
2022-01-07,Friday,196,192,180,4.55,0,0,0,0,31.8,3.35
2022-01-08,Saturday,418,480,417,4.82,0,0,0,1,27.7,4.53
2022-01-09,Sunday,519,539,497,2.94,1,0,0,1,25.8,2.81
2022-01-10,Monday,785,754,689,5.64,0,0,0,0,29.3,6.68
2022-01-11,Tuesday,255,292,263,4.41,0,0,1,0,23.6,2.16
2022-01-12,Wednesday,269,84,74,1.73,1,1,0,0,34.5,4.24
2022-01-13,Thursday,753,786,694,9.89,0,0,0,0,38.3,7.47
2022-01-14,Friday,207,226,193,1.19,0,0,0,0,31.0,2.99
2022-01-15,Saturday,495,465,429,5.22,0,0,0,0,27.8,4.54
2022-01-16,Sunday,623,638,551,7.51,1,0,0,0,33.7,9.18
2022-01-17,Monday,266,283,236,7.28,1,0,0,0,32.9,7.41
2022-01-18,Tuesday,276,254,250,1.0,0,0,0,0,27.6,3.19
2022-01-19,Wednesday,542,531,487,6.19,0,0,0,0,28.8,4.99
2022-01-20,Thursday,790,771,725,5.89,1,0,1,0,26.0,4.54
2022-01-21,Friday,207,50,40,3.49,0,1,0,0,29.8,3.03
2022-01-22,Saturday,783,765,672,6.02,0,0,0,0,30.5,6.09
2022-01-23,Sunday,662,647,577,4.96,0,0,0,0,25.1,4.37
2022-01-24,Monday,245,235,221,2.74,1,0,0,0,23.6,5.44
2022-01-25,Tuesday,787,833,751,6.11,0,0,0,0,22.4,7.72
2022-01-26,Wednesday,267,262,229,6.58,0,0,0,0,31.1,6.03
2022-01-27,Thursday,709,754,695,5.99,0,0,1,0,28.9,5.69
2022-01-28,Friday,750,770,665,9.71,0,0,0,0,28.6,8.07
2022-01-29,Saturday,637,705,616,4.78,1,0,0,0,31.3,9.25
2022-01-30,Sunday,386,374,350,1.0,0,0,0,1,24.5,2.15
2022-01-31,Monday,421,393,376,3.11,0,0,0,0,23.6,5.16
2022-02-01,Tuesday,338,385,334,3.0,0,0,1,0,30.2,4.89
2022-02-02,Wednesday,596,591,523,6.31,0,0,0,0,20.4,4.23
2022-02-03,Thursday,730,809,709,6.48,1,0,0,0,27.7,9.37
2022-02-04,Friday,396,410,364,5.58,0,0,0,0,41.3,4.66
2022-02-05,Saturday,225,243,228,1.92,1,0,0,0,22.3,1.48
2022-02-06,Sunday,303,277,260,4.44,0,0,0,0,26.9,1.95
2022-02-07,Monday,584,568,500,4.65,0,0,0,0,18.4,5.58
2022-02-08,Tuesday,235,223,215,1.0,0,0,1,0,27.8,1.43
2022-02-09,Wednesday,434,548,487,7.39,0,0,0,1,38.8,5.16
2022-02-10,Thursday,369,368,352,2.0,0,0,0,1,31.3,0.5
2022-02-11,Friday,218,180,177,5.14,1,0,0,0,25.9,2.71
2022-02-12,Saturday,196,167,164,1.51,0,0,0,0,39.9,1.65
2022-02-13,Sunday,243,237,223,1.79,0,0,0,0,20.3,3.64
2022-02-14,Monday,602,163,150,2.7,1,1,0,0,31.3,5.28
2022-02-15,Tuesday,353,341,318,2.76,1,0,0,0,29.3,0.96
2022-02-16,Wednesday,367,404,343,6.08,0,0,0,0,27.8,4.0
2022-02-17,Thursday,623,595,533,6.63,0,0,0,1,33.0,4.16
2022-02-18,Friday,581,700,630,7.35,0,0,1,1,23.1,8.64
2022-02-19,Saturday,490,499,450,5.04,1,0,0,0,30.6,6.35
2022-02-20,Sunday,700,181,170,1.0,1,1,0,0,29.9,7.29
2022-02-21,Monday,761,200,194,5.93,1,1,0,0,24.6,6.03
2022-02-22,Tuesday,438,449,375,5.91,1,0,0,0,38.7,8.82
2022-02-23,Wednesday,403,385,352,3.56,0,0,0,0,28.1,1.96
2022-02-24,Thursday,506,516,480,4.32,1,0,0,0,28.3,5.91
2022-02-25,Friday,172,159,146,2.74,0,0,0,0,23.9,2.63
2022-02-26,Saturday,671,641,602,1.5,0,0,0,0,28.2,4.88
2022-02-27,Sunday,249,203,197,3.86,0,0,0,0,40.7,0.68
2022-02-28,Monday,329,380,324,4.1,1,0,1,0,27.7,9.4
2022-03-01,Tuesday,372,134,116,2.91,1,1,0,0,31.6,4.07
2022-03-02,Wednesday,591,582,535,8.25,0,0,0,0,33.8,6.08
2022-03-03,Thursday,757,736,631,9.98,1,0,0,0,28.1,12.82
2022-03-04,Friday,474,486,448,7.49,1,0,0,0,27.0,5.39
2022-03-05,Saturday,665,628,577,4.09,0,0,0,0,31.4,1.78
2022-03-06,Sunday,165,133,148,2.99,0,0,0,0,27.8,0.5
2022-03-07,Monday,485,482,447,5.15,1,0,0,0,27.3,7.2
2022-03-08,Tuesday,407,380,360,3.5,0,0,0,0,33.7,3.21
2022-03-09,Wednesday,646,637,556,5.6,0,0,0,0,28.7,8.54
2022-03-10,Thursday,309,342,293,7.15,1,0,0,0,35.1,7.97
2022-03-11,Friday,624,603,549,4.54,1,0,0,0,28.5,4.39
2022-03-12,Saturday,529,508,462,5.28,0,0,0,0,22.4,4.25
2022-03-13,Sunday,694,742,635,10.03,1,0,0,0,15.0,10.16
2022-03-14,Monday,576,571,527,3.16,0,0,0,0,19.8,2.22
2022-03-15,Tuesday,762,760,706,3.51,0,0,0,0,20.7,3.0
2022-03-16,Wednesday,417,441,403,9.12,0,0,0,0,30.3,2.9
2022-03-17,Thursday,726,641,609,2.71,0,0,0,0,24.1,0.77
2022-03-18,Friday,566,638,550,10.25,1,0,0,0,19.1,8.64
2022-03-19,Saturday,317,282,258,3.72,0,0,0,0,28.3,2.49
2022-03-20,Sunday,192,215,190,3.11,0,0,0,1,23.6,4.85
2022-03-21,Monday,705,752,658,7.08,0,0,0,0,31.3,5.5
2022-03-22,Tuesday,434,168,147,3.54,1,1,0,1,31.2,6.12
2022-03-23,Wednesday,546,527,503,6.23,0,0,0,1,31.7,3.25
2022-03-24,Thursday,161,137,129,4.3,0,0,0,0,16.2,2.15
2022-03-25,Friday,756,723,626,7.45,0,0,0,0,29.2,8.07
2022-03-26,Saturday,451,431,414,1.0,1,0,0,0,28.4,0.5
2022-03-27,Sunday,402,422,380,4.85,0,0,1,1,22.9,2.72
2022-03-28,Monday,648,624,569,5.76,0,0,0,0,18.3,5.43
2022-03-29,Tuesday,184,186,168,5.76,0,0,0,0,28.5,2.69
2022-03-30,Wednesday,239,239,219,1.0,1,0,1,0,34.3,0.9
2022-03-31,Thursday,754,762,686,5.79,0,0,1,0,16.1,5.1
2022-04-01,Friday,751,722,666,4.63,0,0,0,0,24.8,4.99
2022-04-02,Saturday,567,598,536,5.81,0,0,0,0,29.7,2.86
2022-04-03,Sunday,264,277,255,3.87,0,0,0,0,34.6,1.9
2022-04-04,Monday,766,210,185,4.66,1,1,0,0,27.4,7.23
2022-04-05,Tuesday,345,354,331,1.0,0,0,0,0,38.7,2.85
2022-04-06,Wednesday,650,640,616,4.13,1,0,0,0,20.0,6.34
2022-04-07,Thursday,775,706,679,4.43,1,0,0,0,18.9,3.98
2022-04-08,Friday,642,691,632,5.88,0,0,1,0,34.1,7.47
2022-04-09,Saturday,224,196,179,3.12,1,0,0,0,17.3,2.0
2022-04-10,Sunday,562,597,531,1.0,1,0,0,0,31.3,7.07
2022-04-11,Monday,525,527,479,6.16,1,0,0,0,27.5,4.63
2022-04-12,Tuesday,569,490,461,2.34,0,0,0,0,24.5,2.78
2022-04-13,Wednesday,426,406,392,4.37,0,0,0,0,26.9,2.58
2022-04-14,Thursday,543,530,498,6.51,0,0,0,0,22.6,4.54
2022-04-15,Friday,606,562,514,2.12,1,0,0,0,27.4,4.44
2022-04-16,Saturday,341,304,287,4.48,0,0,0,0,29.1,2.73
2022-04-17,Sunday,248,247,233,1.05,0,0,0,0,26.9,1.09
2022-04-18,Monday,697,744,686,5.61,0,0,1,0,26.1,7.58
2022-04-19,Tuesday,245,240,214,3.7,0,0,0,0,30.3,1.35
2022-04-20,Wednesday,339,371,317,6.83,0,0,0,0,37.3,2.5
2022-04-21,Thursday,186,183,170,4.31,0,0,0,1,27.7,0.5
2022-04-22,Friday,518,537,499,5.06,0,0,0,1,33.1,3.79
2022-04-23,Saturday,674,598,568,1.19,1,0,0,0,24.2,2.83
2022-04-24,Sunday,428,389,379,1.0,0,0,0,0,22.3,0.54
2022-04-25,Monday,366,365,343,5.35,1,0,0,0,31.3,3.9
2022-04-26,Tuesday,422,455,400,6.87,0,0,1,0,27.8,6.69
2022-04-27,Wednesday,211,177,171,1.03,0,0,0,0,34.6,0.5
2022-04-28,Thursday,745,811,693,9.62,1,0,0,0,35.6,14.21
2022-04-29,Friday,491,447,423,3.44,1,0,0,0,33.2,4.67
2022-04-30,Saturday,546,520,460,7.76,0,0,0,0,33.1,4.12
2022-05-01,Sunday,168,156,139,3.59,1,0,0,0,15.0,3.25
2022-05-02,Monday,326,345,310,6.05,1,0,0,0,31.2,7.63
2022-05-03,Tuesday,761,779,713,5.03,1,0,0,0,33.3,9.05
2022-05-04,Wednesday,545,576,506,6.86,0,0,0,0,22.6,8.08
2022-05-05,Thursday,594,613,533,6.16,0,0,0,0,29.0,6.74
2022-05-06,Friday,382,404,358,3.92,0,0,0,0,23.8,3.76
2022-05-07,Saturday,225,217,205,1.0,0,0,0,0,34.1,3.55
2022-05-08,Sunday,414,400,370,5.81,0,0,0,0,24.2,4.43
2022-05-09,Monday,604,610,576,7.52,1,0,0,0,25.0,7.22
2022-05-10,Tuesday,533,562,489,4.02,0,0,0,0,26.7,6.75
2022-05-11,Wednesday,713,765,682,8.31,0,0,1,0,40.2,7.06
2022-05-12,Thursday,655,716,690,5.1,0,0,0,1,34.0,3.79
2022-05-13,Friday,516,491,461,3.22,1,0,0,0,37.1,6.89
2022-05-14,Saturday,293,254,238,2.05,0,0,1,0,19.9,2.85
2022-05-15,Sunday,218,56,53,4.79,1,1,0,0,22.7,4.52
2022-05-16,Monday,248,262,240,5.65,0,0,1,0,35.7,1.46
2022-05-17,Tuesday,545,535,521,4.08,1,0,1,0,20.2,5.38
2022-05-18,Wednesday,174,164,165,1.51,1,0,0,0,25.6,3.76
2022-05-19,Thursday,618,591,523,8.2,0,0,0,0,39.3,2.91
2022-05-20,Friday,633,189,188,1.05,1,1,1,0,24.2,4.17
2022-05-21,Saturday,714,697,656,7.31,0,0,0,0,19.9,3.43
2022-05-22,Sunday,300,282,260,6.65,0,0,0,0,29.2,3.58
2022-05-23,Monday,293,262,261,4.68,0,0,1,0,20.1,0.5
2022-05-24,Tuesday,718,614,595,4.16,0,0,0,0,35.2,2.17
2022-05-25,Wednesday,188,50,44,1.0,1,1,0,0,24.5,1.48
2022-05-26,Thursday,258,83,80,2.33,0,1,0,0,23.5,0.5
2022-05-27,Friday,191,181,163,6.67,0,0,0,0,29.1,3.53
2022-05-28,Saturday,335,337,311,5.62,0,0,0,0,27.0,1.66
2022-05-29,Sunday,547,600,532,7.02,0,0,1,0,30.3,6.43
2022-05-30,Monday,372,365,337,2.81,0,0,0,0,31.6,3.0
2022-05-31,Tuesday,783,714,679,6.27,1,0,0,0,27.9,8.84
2022-06-01,Wednesday,282,269,259,1.0,0,0,0,0,23.2,0.5
2022-06-02,Thursday,312,288,254,4.06,0,0,0,0,32.7,2.6
2022-06-03,Friday,364,323,297,7.06,0,0,0,0,25.5,2.04
2022-06-04,Saturday,384,115,107,1.49,0,1,1,0,24.7,4.0
2022-06-05,Sunday,737,690,626,7.12,0,0,1,0,29.7,5.22
2022-06-06,Monday,158,135,138,1.0,1,0,0,0,19.4,1.28
2022-06-07,Tuesday,223,232,211,2.48,0,0,0,0,31.0,2.94
2022-06-08,Wednesday,641,704,644,6.12,0,0,0,1,30.0,4.69
2022-06-09,Thursday,402,376,349,4.62,0,0,1,0,34.6,0.99
2022-06-10,Friday,379,90,96,5.89,0,1,0,0,26.5,2.24
2022-06-11,Saturday,668,628,559,5.39,1,0,0,0,35.6,7.19
2022-06-12,Sunday,323,317,296,4.72,0,0,0,0,31.6,1.59
2022-06-13,Monday,317,376,320,6.6,0,0,1,0,28.9,5.08
2022-06-14,Tuesday,319,349,319,3.09,1,0,0,0,38.1,7.04
2022-06-15,Wednesday,542,608,560,6.86,0,0,0,1,29.5,5.44
2022-06-16,Thursday,783,815,705,9.75,0,0,0,0,26.4,7.42
2022-06-17,Friday,343,349,324,3.38,0,0,1,0,29.6,4.37
2022-06-18,Saturday,666,626,572,5.82,0,0,0,0,26.3,8.63
2022-06-19,Sunday,178,188,175,1.49,1,0,0,0,30.9,3.47
2022-06-20,Monday,314,338,296,3.22,0,0,0,0,35.6,3.57
2022-06-21,Tuesday,571,572,518,5.43,1,0,0,0,29.0,3.78
2022-06-22,Wednesday,488,480,429,6.65,0,0,0,0,29.5,3.37
2022-06-23,Thursday,797,819,765,4.87,1,0,0,0,33.0,5.31
2022-06-24,Friday,645,671,605,5.02,0,0,1,1,34.9,5.37
2022-06-25,Saturday,514,548,518,3.73,0,0,1,0,26.7,1.79
2022-06-26,Sunday,491,501,440,7.35,0,0,1,0,29.9,6.63
2022-06-27,Monday,649,681,644,2.1,0,0,0,1,33.0,1.88
2022-06-28,Tuesday,660,592,569,5.32,0,0,0,0,30.6,4.79
2022-06-29,Wednesday,476,505,432,7.44,1,0,0,0,19.7,7.55
2022-06-30,Thursday,366,328,313,1.0,1,0,0,0,33.9,3.51
2022-07-01,Friday,450,446,426,3.18,0,0,1,0,31.6,2.9
2022-07-02,Saturday,281,292,266,5.07,0,0,0,0,32.0,3.72
2022-07-03,Sunday,219,233,206,1.0,1,0,0,0,23.0,3.78
2022-07-04,Monday,401,406,370,2.62,0,0,0,0,29.8,4.53
2022-07-05,Tuesday,564,515,499,1.0,1,0,0,0,33.2,4.41
2022-07-06,Wednesday,594,582,559,2.72,0,0,0,0,24.6,0.5
2022-07-07,Thursday,331,323,286,6.4,0,0,1,0,25.9,2.16
2022-07-08,Friday,316,273,264,4.43,0,0,1,0,33.3,0.67
2022-07-09,Saturday,240,218,203,2.42,0,0,0,0,25.7,0.5
2022-07-10,Sunday,680,681,625,7.43,0,0,0,0,28.0,4.7
2022-07-11,Monday,188,50,55,3.42,1,1,0,0,23.8,2.11
2022-07-12,Tuesday,275,258,250,5.24,1,0,1,0,38.1,2.73
2022-07-13,Wednesday,600,601,537,5.86,0,0,0,0,31.6,3.23
2022-07-14,Thursday,322,354,307,6.06,0,0,0,0,27.7,4.38
2022-07-15,Friday,369,377,351,10.0,0,0,0,0,26.8,5.71
2022-07-16,Saturday,787,784,750,3.81,1,0,0,0,22.9,4.2
2022-07-17,Sunday,207,191,169,3.59,0,0,0,0,28.4,2.83
2022-07-18,Monday,625,654,591,5.68,0,0,1,0,32.3,4.81
2022-07-19,Tuesday,605,600,525,6.46,0,0,0,0,25.0,7.71
2022-07-20,Wednesday,510,533,498,5.43,0,0,0,0,29.5,3.44
2022-07-21,Thursday,150,142,123,3.65,1,0,0,0,27.2,4.85
2022-07-22,Friday,536,544,487,3.18,0,0,0,0,35.9,3.37
2022-07-23,Saturday,497,434,408,3.96,0,0,0,0,25.8,3.13
2022-07-24,Sunday,339,303,292,2.16,0,0,0,0,32.9,0.5
2022-07-25,Monday,654,605,562,1.75,0,0,0,0,36.0,3.73
2022-07-26,Tuesday,340,334,311,5.83,0,0,0,0,27.1,1.39
2022-07-27,Wednesday,657,599,576,2.81,0,0,0,0,26.1,2.91
2022-07-28,Thursday,518,540,478,6.6,0,0,0,0,33.6,5.88
2022-07-29,Friday,558,592,566,1.0,0,0,1,1,20.1,0.5
2022-07-30,Saturday,266,257,249,3.84,0,0,0,0,31.2,3.84
2022-07-31,Sunday,283,243,229,2.71,0,0,0,0,21.1,2.17
2022-08-01,Monday,207,177,160,1.0,1,0,0,0,35.1,1.4
2022-08-02,Tuesday,705,779,724,4.53,0,0,0,1,27.7,4.66
2022-08-03,Wednesday,322,321,305,2.14,0,0,0,0,28.5,0.5
2022-08-04,Thursday,298,295,273,5.06,0,0,0,1,25.4,0.5
2022-08-05,Friday,229,186,178,3.1,0,0,0,0,21.1,2.94
2022-08-06,Saturday,362,380,324,2.84,0,0,0,0,35.3,3.15
2022-08-07,Sunday,352,321,301,4.39,1,0,0,0,28.1,5.19
2022-08-08,Monday,378,344,318,1.0,0,0,0,0,42.0,3.43
2022-08-09,Tuesday,376,385,358,1.96,0,0,0,0,24.9,0.92
2022-08-10,Wednesday,681,679,583,7.81,1,0,0,0,25.8,12.38
2022-08-11,Thursday,590,179,164,2.2,0,1,0,1,24.5,2.67
2022-08-12,Friday,551,617,534,9.21,1,0,0,0,28.1,9.18
2022-08-13,Saturday,196,197,178,3.85,0,0,0,0,36.9,0.51
2022-08-14,Sunday,382,101,92,4.12,1,1,0,0,34.1,2.37
2022-08-15,Monday,454,489,428,7.06,1,0,1,0,21.5,4.0
2022-08-16,Tuesday,675,674,598,5.88,1,0,1,0,35.0,5.95
2022-08-17,Wednesday,292,304,294,1.13,1,0,0,0,32.4,4.07
2022-08-18,Thursday,564,156,139,3.35,1,1,0,0,31.4,3.08
2022-08-19,Friday,662,626,605,5.22,1,0,0,1,25.6,2.5
2022-08-20,Saturday,522,447,419,3.62,0,0,0,0,26.0,0.83
2022-08-21,Sunday,715,688,619,7.36,0,0,1,0,29.7,3.79
2022-08-22,Monday,408,398,361,4.49,0,0,0,0,26.2,5.23
2022-08-23,Tuesday,620,633,585,2.34,1,0,0,0,35.6,3.19
2022-08-24,Wednesday,161,125,127,1.0,1,0,0,0,26.0,1.37
2022-08-25,Thursday,479,421,398,6.58,1,0,0,0,19.3,3.97
2022-08-26,Friday,507,460,431,1.99,1,0,0,0,22.5,5.68
2022-08-27,Saturday,557,526,476,4.1,0,0,0,0,22.8,3.54
2022-08-28,Sunday,522,553,493,7.45,0,0,1,0,27.7,4.62
2022-08-29,Monday,157,156,141,1.18,0,0,0,0,30.1,0.5
2022-08-30,Tuesday,271,273,243,2.92,0,0,0,0,29.3,1.9
2022-08-31,Wednesday,497,544,491,5.03,0,0,1,0,31.3,4.14
2022-09-01,Thursday,239,301,270,3.59,1,0,0,1,27.7,4.58
2022-09-02,Friday,797,788,737,3.56,1,0,1,0,27.9,8.23
2022-09-03,Saturday,465,498,452,4.68,0,0,1,0,37.8,4.2
2022-09-04,Sunday,327,337,324,4.44,0,0,0,0,35.0,3.59
2022-09-05,Monday,689,620,571,4.97,0,0,0,0,31.0,5.98
2022-09-06,Tuesday,190,168,149,2.36,0,0,0,0,33.6,1.51
2022-09-07,Wednesday,651,639,570,8.0,0,0,1,0,19.4,6.84
2022-09-08,Thursday,294,275,253,6.78,0,0,0,0,24.9,2.94
2022-09-09,Friday,350,343,339,4.44,0,0,0,1,26.8,0.5
2022-09-10,Saturday,610,615,565,3.23,0,0,1,0,24.9,3.53
2022-09-11,Sunday,707,197,189,1.0,1,1,1,0,21.3,3.46
2022-09-12,Monday,696,724,657,6.97,0,0,1,0,31.1,8.35
2022-09-13,Tuesday,402,375,334,5.06,0,0,0,0,35.9,2.59
2022-09-14,Wednesday,539,534,495,2.44,0,0,1,0,28.9,4.43
2022-09-15,Thursday,743,680,609,6.92,0,0,0,0,32.2,4.93
2022-09-16,Friday,405,406,362,5.1,0,0,1,0,28.8,6.12
2022-09-17,Saturday,599,627,556,9.07,1,0,0,0,26.8,11.05
2022-09-18,Sunday,159,169,160,2.21,0,0,0,0,33.6,0.5
2022-09-19,Monday,391,370,353,5.93,0,0,0,0,21.9,5.23
2022-09-20,Tuesday,400,424,386,7.16,0,0,0,0,19.7,5.2
2022-09-21,Wednesday,154,186,169,2.22,0,0,0,0,21.8,3.66
2022-09-22,Thursday,268,276,248,4.68,0,0,0,0,33.3,4.87
2022-09-23,Friday,523,551,500,4.92,0,0,0,0,29.4,6.9
2022-09-24,Saturday,214,245,219,3.48,1,0,0,0,30.9,3.21
2022-09-25,Sunday,295,291,261,4.59,1,0,0,0,37.4,6.37
2022-09-26,Monday,373,356,327,2.67,1,0,0,0,23.2,3.06
2022-09-27,Tuesday,388,351,351,1.0,0,0,0,0,35.0,0.5
2022-09-28,Wednesday,326,295,273,2.75,0,0,0,0,27.0,1.6
2022-09-29,Thursday,431,131,119,5.29,1,1,0,0,26.3,4.99
2022-09-30,Friday,212,202,168,4.0,0,0,0,0,29.4,1.9
2022-10-01,Saturday,366,401,357,4.88,0,0,0,1,30.2,2.1
2022-10-02,Sunday,610,665,591,8.0,0,0,0,0,27.9,6.33
2022-10-03,Monday,759,837,761,3.81,0,0,1,1,32.1,6.38
2022-10-04,Tuesday,254,256,229,4.78,0,0,1,0,29.4,2.89
2022-10-05,Wednesday,248,233,217,6.39,0,0,0,0,28.0,1.13
2022-10-06,Thursday,660,702,657,5.14,0,0,1,0,26.9,2.05
2022-10-07,Friday,534,549,491,2.23,1,0,0,0,30.2,6.1
2022-10-08,Saturday,554,556,516,4.56,0,0,0,0,22.2,6.47
2022-10-09,Sunday,667,210,192,4.59,0,1,0,1,23.6,2.76
2022-10-10,Monday,625,609,536,6.72,0,0,0,0,27.2,8.39
2022-10-11,Tuesday,794,817,702,9.32,0,0,0,0,31.7,10.94
2022-10-12,Wednesday,586,544,500,5.63,0,0,0,0,39.7,5.09
2022-10-13,Thursday,172,152,139,1.54,1,0,0,0,28.2,3.87
2022-10-14,Friday,714,749,696,3.96,0,0,0,1,20.1,4.92
2022-10-15,Saturday,607,575,516,5.08,1,0,0,0,25.0,5.69
2022-10-16,Sunday,232,189,189,3.21,0,0,0,0,32.3,0.5
2022-10-17,Monday,294,70,64,1.0,0,1,0,0,24.1,3.26
2022-10-18,Tuesday,234,255,235,7.3,1,0,0,0,22.5,5.36
2022-10-19,Wednesday,227,208,200,1.0,0,0,0,1,32.3,2.19
2022-10-20,Thursday,606,574,508,3.06,0,0,0,0,31.3,5.64
2022-10-21,Friday,150,61,47,4.27,0,1,1,0,21.6,4.52
2022-10-22,Saturday,200,198,181,4.28,0,0,0,0,24.5,2.26
2022-10-23,Sunday,595,583,536,4.95,0,0,0,0,35.2,2.58
2022-10-24,Monday,598,595,538,6.85,0,0,0,0,33.3,5.44
2022-10-25,Tuesday,637,642,560,8.03,0,0,0,0,23.0,10.17
2022-10-26,Wednesday,183,204,175,4.1,0,0,0,0,19.1,3.66
2022-10-27,Thursday,497,515,482,4.8,1,0,0,0,30.3,2.83
2022-10-28,Friday,244,220,213,1.0,1,0,0,0,27.5,3.36
2022-10-29,Saturday,221,219,201,3.25,1,0,0,0,29.9,6.78
2022-10-30,Sunday,700,663,611,5.27,0,0,0,0,32.2,4.51
2022-10-31,Monday,303,309,262,8.53,1,0,0,0,24.2,6.74
2022-11-01,Tuesday,399,420,382,3.1,0,0,0,0,26.8,3.54
2022-11-02,Wednesday,587,577,500,6.67,1,0,0,0,24.5,8.37
2022-11-03,Thursday,267,263,242,6.22,0,0,0,0,24.7,4.09
2022-11-04,Friday,455,451,402,6.2,0,0,0,0,31.8,3.99
2022-11-05,Saturday,417,440,398,4.86,1,0,0,1,29.7,6.05
2022-11-06,Sunday,203,182,169,4.95,0,0,0,0,21.2,3.47
2022-11-07,Monday,385,425,393,2.83,0,0,0,1,32.6,2.27
2022-11-08,Tuesday,538,551,505,8.14,1,0,0,0,27.2,7.85
2022-11-09,Wednesday,550,583,550,5.47,1,0,1,0,32.9,3.99
2022-11-10,Thursday,773,718,648,3.42,1,0,0,0,23.9,4.68
2022-11-11,Friday,452,480,443,3.45,0,0,1,0,24.4,0.68
2022-11-12,Saturday,356,353,335,1.0,0,0,0,0,30.3,2.27
2022-11-13,Sunday,378,338,305,5.75,0,0,0,0,23.5,1.02
2022-11-14,Monday,727,705,669,5.49,0,0,0,0,27.6,3.83
2022-11-15,Tuesday,224,212,180,3.43,0,0,0,0,22.9,1.28
2022-11-16,Wednesday,584,660,568,9.72,0,0,0,0,27.0,4.31
2022-11-17,Thursday,252,245,219,3.78,0,0,0,0,28.8,3.55
2022-11-18,Friday,571,552,498,10.19,0,0,0,0,29.1,3.86
2022-11-19,Saturday,455,449,412,2.38,1,0,0,0,27.2,8.02
2022-11-20,Sunday,247,263,248,4.48,1,0,0,0,30.7,6.09
2022-11-21,Monday,484,454,426,3.32,1,0,1,0,29.7,4.39
2022-11-22,Tuesday,584,619,589,2.93,1,0,0,0,28.6,0.82
2022-11-23,Wednesday,596,579,540,4.33,0,0,0,0,25.9,3.62
2022-11-24,Thursday,457,465,421,5.58,1,0,0,0,34.3,8.26
2022-11-25,Friday,398,362,336,4.03,0,0,0,0,30.9,4.16
2022-11-26,Saturday,315,310,290,4.82,1,0,0,0,23.8,5.6
2022-11-27,Sunday,630,623,547,7.77,1,0,1,0,32.2,11.31
2022-11-28,Monday,484,422,405,6.05,1,0,0,0,33.4,1.83
2022-11-29,Tuesday,691,211,193,1.33,0,1,0,0,28.6,4.32
2022-11-30,Wednesday,255,255,244,1.0,0,0,0,0,28.9,3.92
2022-12-01,Thursday,712,696,622,6.45,0,0,0,0,18.7,6.61
2022-12-02,Friday,230,227,192,3.0,0,0,0,0,24.8,2.61
2022-12-03,Saturday,282,309,274,6.0,0,0,0,0,33.2,6.21
2022-12-04,Sunday,287,292,278,1.35,0,0,1,0,25.1,3.21
2022-12-05,Monday,333,337,298,3.66,0,0,0,0,28.2,2.47
2022-12-06,Tuesday,550,622,566,4.98,0,0,1,0,24.7,2.27
2022-12-07,Wednesday,479,415,384,7.38,1,0,0,0,30.2,5.12
2022-12-08,Thursday,657,671,599,10.25,0,0,0,0,31.0,3.92
2022-12-09,Friday,218,50,57,1.0,0,1,0,0,31.1,0.5
2022-12-10,Saturday,695,692,633,1.79,1,0,0,0,23.3,4.27
2022-12-11,Sunday,202,216,194,2.68,0,0,1,0,29.5,3.47
2022-12-12,Monday,599,587,556,4.14,1,0,0,0,36.9,6.42
2022-12-13,Tuesday,354,380,348,4.19,0,0,0,0,32.7,5.24
2022-12-14,Wednesday,275,293,255,4.44,0,0,0,1,29.5,2.14
2022-12-15,Thursday,192,178,167,4.57,0,0,0,0,19.3,1.64
2022-12-16,Friday,260,222,200,2.98,0,0,0,0,27.8,1.22
2022-12-17,Saturday,332,364,322,5.19,0,0,0,0,37.2,4.24
2022-12-18,Sunday,244,283,246,5.7,0,0,0,0,35.6,4.51
2022-12-19,Monday,523,537,475,6.3,0,0,0,0,31.3,4.31
2022-12-20,Tuesday,669,681,605,7.9,0,0,0,0,25.4,4.47
2022-12-21,Wednesday,509,506,489,1.0,0,0,0,0,29.3,3.72
2022-12-22,Thursday,430,472,419,5.62,0,0,0,1,32.9,5.77
2022-12-23,Friday,344,346,311,4.84,0,0,1,0,33.7,4.36
2022-12-24,Saturday,344,369,336,4.02,0,0,1,0,30.6,1.47
2022-12-25,Sunday,242,245,230,2.25,0,0,0,0,33.3,2.95
2022-12-26,Monday,210,204,195,3.83,0,0,0,0,28.7,1.27
2022-12-27,Tuesday,783,767,724,5.09,0,0,0,0,28.5,0.93
2022-12-28,Wednesday,200,187,181,2.74,1,0,0,0,26.7,1.75
2022-12-29,Thursday,552,485,468,2.84,0,0,0,0,31.1,2.26
2022-12-30,Friday,154,160,129,3.68,1,0,0,0,34.0,4.39
2022-12-31,Saturday,615,597,559,3.21,1,0,0,0,32.5,5.31
2023-01-01,Sunday,753,773,708,5.22,0,0,1,0,22.9,6.24
